Seed,DilutionRate,Species_ID,CUE,C_final
52,0.001,70,0.04484669202793224,1.2037537293545193e-25
52,0.001,71,0.15961940862187818,1.8445025042389392e-13
52,0.001,72,0.18644353393608235,1.1366364574832602e-10
52,0.001,73,0.1580179510974356,7.689684674124734e-13
52,0.001,74,0.2000958536088462,3.0245433345320437e-09
52,0.001,75,0.08317556804629597,4.5426673104846754e-23
52,0.001,76,-0.005611703148192902,5.823892127766678e-30
52,0.001,77,0.15056832901086117,2.2106197084401807e-15
52,0.001,78,0.12122916279706393,1.8686512740134793e-18
52,0.001,79,0.1398981650749287,3.549739778770071e-17
52,0.001,80,0.16583483364688809,2.9352996099409517e-13
52,0.001,81,0.21049497639925893,4.3491930791407635e-07
52,0.001,82,0.18283423741164007,2.5540930622488738e-11
52,0.001,83,0.1629181861216631,1.548829601590432e-13
52,0.001,84,0.17333878857837998,1.5638267373088772e-12
52,0.001,85,0.28828805289228365,21.81677813611626
52,0.001,86,0.19569746651179196,1.0678473373289107e-09
52,0.001,87,0.18293383666524052,2.333229021711184e-09
52,0.001,88,-0.03407817832383618,2.228653358211558e-33
52,0.001,89,0.16962778697370395,1.1481227274412743e-11
52,0.001,90,0.06698458180162935,1.0452271031875957e-22
52,0.001,91,0.13926066990614236,3.845485777856099e-15
52,0.001,92,0.06780091637739637,8.235977202349079e-22
52,0.001,93,0.09938294818953322,3.6296063511876955e-21
52,0.001,94,0.15703562255734232,1.663502678354026e-15
52,0.001,95,0.05329411296288553,1.337918747454655e-25
52,0.001,96,0.19079017610200616,3.2862500236150584e-09
52,0.001,97,0.20776211776201126,3.8521185426224055e-07
52,0.001,98,0.09699623832958454,1.642252300583757e-21
52,0.001,99,0.22017832825691594,2.1325567199728657e-07
52,0.001,100,0.0768786006546696,3.908861271531366e-24
53,0.001,1,0.18252036334217928,1.5821439229946976e-09
53,0.001,2,0.04662952931402657,3.898676360498364e-25
53,0.001,3,0.11904947403050917,2.2609745770275572e-18
53,0.001,4,0.2422206422787415,0.1265843172641811
53,0.001,5,0.1707764524038133,1.9492470186335235e-12
53,0.001,6,0.11767567762023591,8.805700239670666e-18
53,0.001,7,0.1719087224247037,7.016212089432993e-12
53,0.001,8,0.1547582988869843,1.0789845188264636e-13
53,0.001,9,0.09149719351241224,4.789955374301394e-22
53,0.001,10,0.22000778175768365,5.334145531750927e-05
53,0.001,11,0.14746405316641398,5.833982385722673e-14
53,0.001,12,0.200144530937268,2.761098059508114e-08
53,0.001,13,0.2202031900955266,0.00034896526732174175
53,0.001,14,0.23021751114676287,0.0035420142800690843
53,0.001,15,0.15325873652669667,1.9316662949838403e-14
53,0.001,16,0.16445488078915135,4.873635731066478e-11
